Use_Case_ID,Department_Code,Agency,Office,Title,Summary,Development_Stage,Techniques,Source_Code,Department
DOT-0002-2023,DOT,ATO,,Surface Report Classifiier (SCM/Auto-Class),"SCM classifies surface incident reports by event type, such as Runway Incursion, Runway Excursion, Taxiway Incursion/Excursion and categorizes runway incursions further by severity type (Category A, B, C, D, E)",Refinments planned for future release,"Support Vector Machines, Gradient boosting, neural networks, natural language processing",,Department of Transportation
DOT-0003-2023,DOT,ATO,,Automated Delay detection using voice processing,"In order to get a full accounting of delay, automated voice detection of ATC and aircraft interaction is required.  Many delay events, such as vectoring, are not currently reported/detected/accounted for and voice detection would enable automated detection.",Initial development,Natural Language Processing;,,Department of Transportation
DOT-0004-2023,DOT,AVS,,Regulatory Compliance Mapping Tool,"The AVS International office is required to identify means of compliance to ICAO Standards and Recommended Practices (SARPs).  Both SARPs and means of compliance evidence are text paragraphs scattered across thousands of pages of documents.  AOV identified a need to find each SARP, evaluate the text of many FAA Orders, and suggest evidence of compliance based upon the evaluation of the text.  The base dataset used by RCMT is the documents’ texts deconstructed into paragraphs.  RCMT processes all the documents’ paragraphs run through Natural Language Processing (NLP) (this process has an AI aspect) to extract the meaning (semantics) of the text.    RCMT then employs a recommender system (also using some AI technology) to take the texts augmented by the texts’ meaning to establish candidate matches between the ICAO SARPs and FAA text that provides means of compliance.",User Acceptance Testing to begin early spring '22,"ML (Recommender Algorithim) , NLP,",,Department of Transportation
DOT-0005-2023,DOT,AVS,,JASC Code classification in Safety Difficulty Reports (SDR),"AVS identified a need to derive the joint aircraft system codes (JASC) chapter codes from the narrative description within service difficulty reports (SDR), a form of safety event reporting from aircraft operators. A team of graduate students at George Mason University collaborated with AVS employees to apply Natural Language Processing (NLP) and Machine Learning to predict JASC codes. This method can be used to check SDR entries to ensure the correct codes were provided or to assign a code when one was not.",,"NLP, ML Classification",,Department of Transportation
DOT-0006-2023,DOT,Aviation Safety (AVS),,Course Deviation Identification for Multiple Airport Route Separation (MARS),"The Multiple Airport Route Separation (MARS) program is developing a safety case for reduced separation standards between Performance Based Navigation (PBN) routes in terminal airspace. These new standards may enable deconfliction of airports in high-demand metropolitan areas, including the Northeast Corridor (NEC), North Texas, and Southern California. To build necessary collision risk models for the safety case, several models are needed, including one that describes the behavior of aircraft that fail to navigate the procedure correctly. These events are very rare and difficult to identify with standard data sources. Prior work has used Machine Learning to filter incident data to identify similar events on departure procedures.",,"Python in Jupyter Labs, ML, NLP",,Department of Transportation
DOT-0007-2023,DOT,NSR Human Injury Research Division,,Machine Learning for Occupant Safety Research,"Description: Utilize deep learning models for predicting head kinematics directly from crash videos. The utilization of deep learning techniques enables the extraction of 3D kinematics from 2D views, offering a viable alternative for calculating head kinematics in the absence of sensors or when sensor availability is inadequate, and when high-quality sensor data is absent
Input:  Vehicle crash videos
Output: Angular velocity - injury prediction",Proof of Concept completed and published,"Deep learning models - Convolutional Neural Networks, Long-Short Term Memory based Recurrent Neural Networks",,Department of Transportation
DOT-0008-2023,DOT,NSR Human Injury Research Division,,Machine Learning for Occupant Safety Research,"Description: Utilize deep learning for predicting crash parameters, Delta-V (change in velocity) and PDOF (principal direction of force), directly from real-world crash images. Delta-V and PDOF are two most important parameters affecting injury outcome. Deep learning models can help predict both Delta-V and PDOF, without the need to run WinSmash software for Delta-V computation, and without requiring estimations by crash examiners.  Moreover, with deep learning models, the Delta-V and PDOF can be obtained within milliseconds, providing rapid results for improved efficiency""
Input:  Real world crash images
Output:  Delta-V & PDOF",Currently under development,Deep learning models - Convolutional Neural Networks,,Department of Transportation
DOT-0009-2023,DOT,NextGen (ANG),,Offshore Precipitation Capability (OPC),"OPC leverages data from several sources such as weather radar, lightning networks, satellite and numerical models to produce a radar-like depiction of precipitation. The algorithm then applies machine learning techniques based on years of satellite and model data to improve the accuracy of the location and intensity of the precipitation areas.","OPC runs in a pseudo-operational capacity via a webpage maintained by the Massachusetts Institute of Technology - Lincoln Lab, as well as in a test and evaluation capacity in a research mode.","AI, ML via a Convolutional Neural Network",,Department of Transportation
DOT-0010-2023,DOT,"Office of Research, Development and Technology",,Development of Predictive Analytics Using Autonomous Track Geometry Measurement System (ATGMS) Data,"Description: Leveraging large volumes of these recursive track geometry measurements to develop and implement automated machine-learning-based processes for analyzing, predicting, and reporting track locations of concern, including those with significant rates of degradation.
Input: Track geometry measurements and exceptions
Output: Inspection report that includes the trending of track geometry measures and time to failure (i.e., maintenance and safety limits).",,,,Department of Transportation
DOT-0011-2023,DOT,"Office of Research, Development and Technology",,Crushed Aggregate Gradation Evaluation System,"Description: Deep learning computer vision algorithms aimed at analyzing aggregate particle size grading.
Input: Images of ballast cross sections
Output: Ballast fouling index",,,,Department of Transportation
DOT-0012-2023,DOT,"Office of Research, Development and Technology",,Automatic Track Change Detection Demonstration and Analysis,"Description: DeepCNet-based neural network to identify and classify track-related  features (e.g., track components, such as fasteners and ties) for ""change detection"" applications.
Input: Line-scan images from rail-bound inspection systems
Output: Notification of changes from status quo or between different inspections based on geolocation.",,,,Department of Transportation
DOT-0013-2023,DOT,PHMSA Office of Chief Counsel (PHC),,PHMSA Rule Making,"Artificial Intelligence Support for Rulemaking - Using ChatGPT to support the rulemanking processes to provide significant efficiencies, reduction of effort, or the ability to scale efforts for unusual levels of public scrutiny or interest (e.g. comments on a rulemaking).    ChatGPT will be used to provide: 
1.  Sentiment Analysis – Is the comment positive / negative or neutral towards the proposed rule.
2.  Relevance Analysis – Whether the particular comment posted is relevant to the proposed rule
3.  Synopsis of the posted comment.
4.  Cataloging of comments.
5.  Identification of duplicate comments.",This is a pilot initiative,"ChatGPT, NLP",,Department of Transportation
ED-0000-2023,ED,Federal Student Aid,,Aidan Chat-bot,"FSA's virtual assistant uses natural language processing to answer common financial aid questions and help customers get information about their federal aid on StudentAid.gov.
In just over two years, Aidan has interacted with over 2.6 million unique customers, resulting in more than 11 million user messages.",,,,Department of Education
EPA-0000-2023,EPA,,,Use of random forest model to predict exposure pathways,"Prioritizing the potential risk posed to human health by chemicals requires tools that can estimate exposure from limited information. In this study, chemical structure and physicochemical properties were used to predict the probability that a chemical might be associated with any of four exposure pathways leading from sources-consumer (near-field), dietary, far-field industrial, and far-field pesticide-to the general population. The balanced accuracies of these source-based exposure pathway models range from 73 to 81%, with the error rate for identifying positive chemicals ranging from 17 to 36%. We then used exposure pathways to organize predictions from 13 different exposure models as well as other predictors of human intake rates. We created a consensus, meta-model using the Systematic Empirical Evaluation of Models framework in which the predictors of exposure were combined by pathway and weighted according to predictive ability for chemical intake rates inferred from human biomonitoring data for 114 chemicals. The consensus model yields an R2 of ∼0.8. We extrapolate to predict relevant pathway(s), median intake rate, and credible interval for 479 926 chemicals, mostly with minimal exposure information. This approach identifies 1880 chemicals for which the median population intake rates may exceed 0.1 mg/kg bodyweight/day, while there is 95% confidence that the median intake rate is below 1 μg/kg BW/day for 474572 compounds.
Consensus Modeling of Median Chemical Intake for the U.S. Population Based on Predictions of Exposure Pathways",,,,U.S. Environmental Protection Agency
EPA-0001-2023,EPA,,,Records Categorization,The records management technology team is using machine learning to predict the retention schedule for records. The machine learning model will be incorporated into a records management application to help users apply retention schedules when they submit new records.,,,,U.S. Environmental Protection Agency
EPA-0002-2023,EPA,,,Enforcement Targeting,"EPA’s Office of Compliance, in partnership with the University of Chicago, built a proof-of-concept to improve enforcement of environmental regulations through facility inspections by the EPA and state partners. The resulting predictive analytics showed a 47% improvement of identifying violations of the Resource Conservation and Recovery Act.",,,,U.S. Environmental Protection Agency
GSA-0000-2023,GSA,FAS,,Acquisition Analytics,Takes Detailed Data on transactions and classifies each transaction within the Government-wide Category Management Taxonomy,Operation and Maintenance,Supervised Machine Learning - Classification,,U.S. General Services Administration
GSA-0001-2023,GSA,FAS,,City Pairs Program Ticket Forecast and Scenario Analysis Tools,"Takes segment-level City Pair Program air travel purchase data and creates near-term forecasts for the current and upcoming fiscal year by month and at various levels of granularity including DOD vs Civilian, Agency, and Region.",Development and Acquisition,Time Series Forecast,https://github.helix.gsa.gov/EDA/City_Pair_Program_Forecast.git,U.S. General Services Administration
GSA-0002-2023,GSA,FAS,,Category Taxonomy Refinement Using NLP,Uses token extraction from product descriptions more accurately shape intended markets for Product Service Codes (PSCs).,Operation and Maintenance,NLP,,U.S. General Services Administration
GSA-0003-2023,GSA,FAS,,Key KPI Forecasts for GWCM,"Takes monthly historical data for underlying components used to calculate KPIs and creates near-term forecasts for the upcoming fiscal year. Pilot effort focuses on total agency/category spend (the denominator in multiple KPIs). If the pilot program is successful, the same methodology can be extended to other KPIs.",Implementation,Time Series Forecast,,U.S. General Services Administration
GSA-0004-2023,GSA,FAS (QP0A),,Contract Acquisition Lifecycle Intelligence (CALI),"CALI tool is an automated machine learning evaluation tool built to streamline the evaluation of vendor proposals against the solicitation requirements to support the Source Selection process. Once the Contracting Officer (CO) has received vendor proposals for a solicitation and is ready to perform the evaluation process, the CO will initiate evaluation by sending solicitation documents along with all associated vendor proposal documents to the Source Selection module, which will pass all documents to CALI. CALI will process the documents, associated metadata and begin analyzing the proposals in four key areas: format compliance, forms validation, reps & certs compliance, and requirements compliance. The designated evaluation members can review the evaluation results in CALI and submit finalized evaluation results back to the Source Selection module.  CALI is currently being trained with sample data from the EULAs under the Multiple Award Schedule (MAS) program.",Implementation,Natural Language Processing,,U.S. General Services Administration
GSA-0005-2023,GSA,FAS / GSA IT (IC),,Chatbot for Federal Acquisition Community,"The introduction of a chatbot will enable the GSA FAS NCSC (National Customer Support Center) to streamline the customer experience process, and automate providing answers to documented commonly asked questions through public facing knowledge articles.  The end goal is this will reduce staffing requirements for NCSC’s live chat programs and allow the NCSC resources to be dedicated to other proactive customer services initiatives.  Customers will still have the option to connect to a live agent if they choose by requesting an agent.",Operation and Maintenance,Virtual assistant; Natural Language Processing (NLP),,U.S. General Services Administration
GSA-0006-2023,GSA,GSA IT (IC),,Document Workflow / Intelligent Data Capture and Extraction,"GSA is driving towards a more accurate and scalable document workflow platform. GSA seeks to intelligently capture, classify, and transfer critical data from unstructured and structured documents, namely PDF files, to the right process, workflow, or decision engine.",Operation and Maintenance,Intelligent Document Recognition (IDR); Optical Character Recognition (OCR); Intelligent Character Recognition (ICR); Optical Mark Reading (OMR); Barcode Recognition; Robotic Process Automation (RPA); API Automation; Machine Learning;,,U.S. General Services Administration
GSA-0007-2023,GSA,GSA IT (IDT),,Service Desk Generic Ticket Classification,"We are building a model to take generic Service Desk tickets and classify them so that they can be automatically re-routed to the correct team that handles these types of tickets. The process of re-routing generic tickets is currently done manually, so the model will allow us to automate it. The initial model will target the top 5 most common ticket types.",Implementation,Natural Language Processing,,U.S. General Services Administration
GSA-0008-2023,GSA,GSA IT (IDT),,Service Desk Virtual Agent (Curie),"Virtual agent that uses ML to provide predictive results for chat entries. A natural language chatbot (virtual assistant), we named Curie, as part of a multi-model customer service experience for employee's IT service requests leveraging knowledge-based articles.",Operation and Maintenance,Assisted ML; Natural Language Processing,,U.S. General Services Administration
GSA-0009-2023,GSA,OGP,,Solicitation Review Tool (SRT),"The SRT intakes SAM.gov data for all Information and Communications Technology (ICT) solicitations. The system then compiles the data into a database to be used by machine learning algorithms. The first of these is a Natural Language Processing model that determines if a solicitation contains compliance language. If a solicitation does not have compliance language, then it is marked as non-compliant. Each agency is asked to review their data and validate the SRT predictions.  GSA also conducts random manual reviews monthly.",Operation and Maintenance,Natural Language Processing (NLP); Intelligent Document Recognition (IDR); Optical Character Recognition (OCR); Intelligent Character Recognition (ICR); Robotic Process Automation (RPA); Machine Learning,https://github.com/GSA/srt-api,U.S. General Services Administration
GSA-0010-2023,GSA,TTS,,Classifying Qualitative Data,"USAGov and USAGov en Español collect large amounts of qualitative data from survey comments, web searches and call center chat transcripts. Comments are grouped together by topic to determine where we need to make product updates/enhancements",Operation and Maintenance,Natural Language Processing (NLP),,U.S. General Services Administration
GSA-0011-2023,GSA,TTS/IAE,,IAE FSD CCAI Virtual Agent,The virtual agent uses manual learning to understand customer needs and provide a response appropriately. Our AI is named SAM and uses natural language.,Operation and Maintenance,Manual Learning/Natural Language,,U.S. General Services Administration
HHS-0000-2023,HHS,ACF,ACF Children's Bureau,Information Gateway OneReach Application,"The Information Gateway hotline connects to a phone IVR managed by OneReach AI. OneReach maintains a database of state hotlines for reporting child abuse and neglect that it can connect a caller to based on their inbound phone area code. Additionally, OneReach offers a limited FAQ texting service that utilizes natural language processing to answer user queries. User queries are used for reinforcement training by a human AI trainer and to develop additional FAQs.",Operation and Maintenance,,,Department of Health and Human Services
HHS-0001-2023,HHS,AHRQ,AHRQ,AHRQ Search,"Organization wide search that includes Relevancy Tailoring, Auto-generation Synonyms, Automated Suggestions,  Suggested Related Content ,Auto Tagging, and Did you mean to allow visitors to find specific content",Operation and Maintenance,,,Department of Health and Human Services
HHS-0002-2023,HHS,AHRQ,AHRQ,Chatbot,Provide interface to allow user to conversationally ask questions about AHRQ content to replace public inquiry telephone line,Operation and Maintenance,,,Department of Health and Human Services
HHS-0003-2023,HHS,ASPR,BARDA (CBRN & DRIVe),R+2:18eDIRECT: Clarivate,AI to identify drug repurposing candidates,Operation and Maintenance,,,Department of Health and Human Services
HHS-0004-2023,HHS,ASPR,BARDA (CBRN & DRIVe),ReDIRECT: AriScience,AI to identify drug repurposing candidates,Development and Acquisition,,,Department of Health and Human Services
HHS-0005-2023,HHS,ASPR,BARDA (CBRN),Burn & Blast MCMs: Rivanna,AI Based algorithms on Accuro XV to detect and highlight fractures and soft tissue injuries,Development and Acquisition,,,Department of Health and Human Services
HHS-0006-2023,HHS,ASPR,BARDA (CBRN),Burn & Blast MCMs: Philips,AI-based algorithms on Lumify handheld ultrasound system to detect lung injury and infectious diseases,Development and Acquisition,,,Department of Health and Human Services
HHS-0007-2023,HHS,ASPR,BARDA (CBRN),Burn & Blast MCMs: Philips,AI-based algorithms on Lumify handheld ultrasound system to detect traumatic injuries,Development and Acquisition,,,Department of Health and Human Services
HHS-0008-2023,HHS,ASPR,BARDA (CBRN),Burn & Bast MCMs: SpectralMD,Determination of burn depth severity and burn size of injuries ,Development and Acquisition,,,Department of Health and Human Services
HHS-0009-2023,HHS,ASPR,BARDA (DRIVe),Digital MCM: Virufy,Using forced cough vocalization (FCV) in a smartphone to detect the presence of COVID-19 using AI.,Operation and Maintenance,,,Department of Health and Human Services
HHS-0010-2023,HHS,ASPR,BARDA (DRIVe),Current Health,Continuous monitoring platform and AI algorithm for COVID severity,Operation and Maintenance,,,Department of Health and Human Services
HHS-0011-2023,HHS,ASPR,BARDA (DRIVe),Digital MCM: Raisonance,Using forced cough vocalization (FCV) in a smartphone to detect the presence of COVID-19 and Influenza using AI.,Development and Acquisition,,,Department of Health and Human Services
HHS-0012-2023,HHS,ASPR,BARDA (DRIVe),Digital MCM: Visual Dx,Using smartphone image with AI to detect the presence of mPox,Development and Acquisition,,,Department of Health and Human Services
HHS-0013-2023,HHS,ASPR,BARDA (DRIVe),Host-Based Diagnostics: Patchd,Wearable device and AI model to predict sepsis at home.,Development and Acquisition,,,Department of Health and Human Services
HHS-0014-2023,HHS,ASPR,Chief Data Officer,Data Modernization,Develop open data management architecture that enables optimized business intelligence (BI) and machine learning (ML) on all ASPR data.,Initiation,,,Department of Health and Human Services
HHS-0015-2023,HHS,ASPR,Office of Critical Infrastructure,Cyber Threat Detection/ Predictive analytics,Use AI and ML tools for processing of extremely large threat data,Initiation,,,Department of Health and Human Services
HHS-0016-2023,HHS,ASPR,"Office of Information Management, Data and Analytics",emPOWER,Using the AI capabilities to rapidly develop the empower COVID-19 At Risk Population data tools and program,Operation and Maintenance,,,Department of Health and Human Services
HHS-0017-2023,HHS,ASPR,"Office of Information Management, Data and Analytics/Division of Supply Chain Control Tower",Community Access to Testing,Utilizing several ML models to forecast a surge in the pandemic,Operation and Maintenance,,,Department of Health and Human Services
HHS-0018-2023,HHS,ASPR,"Office of Information Management, Data, and Analytics/Division of Modeling and Simulation",Modeling & Simulation,Create modeling tools and perform analyses in advance of biothreat events and be able to refine them during emergent events,Initiation,,,Department of Health and Human Services
HHS-0019-2023,HHS,ASPR,"Office of Information Management, Data, and Analytics/Division of Supply Chain Control Tower",Ventilator Medication Model,Leveraging generalized additive model to project ventilated rate of COVID inpatients,Operation and Maintenance,,,Department of Health and Human Services
HHS-0020-2023,HHS,ASPR,"Office of Information Management, Data, and Analytics/ODA",Product redistribution optimization,"Using AI and models, allow partners (jurisdictions, pharmacies, federal entities) to optimize redistribution of products based on various factors like distance, ordering/admins, equity, etc.",Development and Acquisition,,,Department of Health and Human Services
HHS-0021-2023,HHS,ASPR,"Office of Information Management, Data, and Analytics/ODA",Highly Infectious Patient Movement optimization,"Given a limited number of highly infectious patient transport containers, optimize US location based on various factors like distance, population, etc. Use as a planning tool for decision-making.",Initiation,,,Department of Health and Human Services
HHS-0022-2023,HHS,CDC,CSELS,TowerScout:Automated cooling tower detection from aerial imagery for Legionnaires' Disease outbreak investigation,"TowerScout scans aerial imagery and uses object detection and image classification models to detect cooling towers, which can be sources of community outbreaks of Legionnaires' Disease. ",Operation and Maintenance,,,Department of Health and Human Services
HHS-0023-2023,HHS,CDC,CSELS,HaMLET: Harnessing Machine Learning to Eliminate Tuberculosis,HaMLET uses computer vision models to detect TB from chest x-rays to improve the quality of overseas health screenings for immigrants and refugees seeking entry to the U.S.,Development and Acquisition,,,Department of Health and Human Services
HHS-0024-2023,HHS,CDC,CSELS,Zero-shot learning to identify menstrual irregularities reported after COVID-19 vaccination,Zero-shot learning was used to identify and classify reports of menstrual irregularities after receiving COVID-19 vaccination,Operation and Maintenance,,,Department of Health and Human Services
HHS-0025-2023,HHS,CDC,NCCDPHP/DDT,Validation Study of Deep Learning Algorithms to Explore the Potential Use of Artificial Intelligence for Public Health Surveillance of Eye Diseases,Applying deep learning algorithms for detecting diabetic retinopathy to the NHANES retinal photos. The purpose of this project is to determine whether these algorithms could be used in the future to replace ophthalmologist grading and grade retinal photos collected for surveillance purposes through the National Health and Nutrition Examination Survey (NHANES).,Development and Acquisition,,,Department of Health and Human Services
HHS-0026-2023,HHS,CDC,NCCDPHP/DNPAO,Automating extraction of sidewalk networks from street-level images,A team of scientists participating in CDC's Data Science Upskilling Program are building a computer vision model to extract information on the presence of sidewalks from street-level images from Mapillary.,Development and Acquisition,,,Department of Health and Human Services
HHS-0027-2023,HHS,CDC,NCCDPHP/DNPAO,"Identify walking and bicycling trips in location-based data, including global-positioning system data from smartphone applications","The Division of Nutrition, Physical Activity, and Obesity at the National Center for Chronic Disease Prevention and Health Promotion is developing machine learning techniques to identify walking and bicycling trips in GPS-based data sources. Inputs would include commercially-available location-based data similar to those used to track community mobility during the COVID-19 pandemic. Outputs could include geocoded data tables, GIS layers, and maps.",Initiation,,,Department of Health and Human Services
HHS-0028-2023,HHS,CDC,NCCDPHP/DNPAO,Identify infrastructure supports for physical activity (e.g. sidewalks) in satellite and roadway images,"The Division of Nutrition, Physical Activity, and Obesity at the National Center for Chronic Disease Prevention and Health Promotion is interested in developing and promoting machine learning techniques to identify sidewalks, bicycle lanes, and other infrastructure in images, both satellite and roadway images. The inputs would include image-based data. The outputs could be geocoded data tables, maps, GIS layers, or summary reports. ",Initiation,,,Department of Health and Human Services
HHS-0029-2023,HHS,CDC,NCCDPHP/DNPAO,Identifying state and local policy provisions that promote or inhibit creating healthy built environments,"The Division of Nutrition, Physical Activity, and Obesity at the National Center for Chronic Disease Prevention and Health Promotion is interested in developing and promoting natural language processing and machine learning techniques to improve the efficiency of policy surveillance. Inputs are the text of state and local policies, including law (e.g., statute, legislation, regulation, court opinion), procedure, administrative action, etc. and outputs are datasets that capture relevant aspects of the policy as quantifiable information. To date (Apr 2023), DNAPO has not performed this work in-house, but is working with a contractor on various experiments comparing machine learning with traditional methods and identifying CDC, academic and other groups doing related work.",Initiation,,,Department of Health and Human Services
HHS-0030-2023,HHS,CDC,NCEZID,Use of Natural Language Processing for Topic Modeling to Automate Review of Public Comments to Notice of Proposed Rulemaking,Development of a Natural Language Processing Topic Modeling tool to improve efficiency for the process of clustering public comments to a 'notice of proposed rulemaking' ,Development and Acquisition,,,Department of Health and Human Services
HHS-0031-2023,HHS,CDC,NCHS,Semi-Automated Nonresponse Detection for Surveys (SANDS),"NCHS has developed and release an item nonresponse detection model, to identify cases of item nonresponse (e.g., gibberish, uncertain/don't know, refusals, or high-risk) among open-text responses to help improve survey data and question and questionnaire design. The system is a Natural Language Processing (NLP) model pre-trained using Contrastive Learning and fine-tuned on a custom dataset from survey responses. ",Operation and Maintenance,,,Department of Health and Human Services
HHS-0032-2023,HHS,CDC,NCHS,Sequential Coverage Algorithm (SCA) and partial Expectation-Maximization (EM) estimation in Record Linkage,"CDC's National Center for Health Statistics (NCHS) Data Linkage Program has implemented both supervised and unsupervised machine learning (ML) techniques in their linkage algorithms. The Sequential Coverage Algorithm (SCA), a supervised ML algorithm, is used to develop joining methods (or blocking groups) when working with very large datasets. The unsupervised partial Expectation-Maximization (EM) estimation is used to estimate the proportion of pairs that are matches within each block. Both methods improve linkage accuracy and efficiency.",Operation and Maintenance,,,Department of Health and Human Services
HHS-0033-2023,HHS,CDC,NCHS,Coding cause of death information on death certificates to ICD-10,MedCoder ICD-10 cause of death codes to the literal text cause of death description provided by the cause of death certifier on the death certificate.  This includes codes for the underlying and contributing causes of death.,Operation and Maintenance,,,Department of Health and Human Services
HHS-0034-2023,HHS,CDC,NCHS,Detecting Stimulant and Opioid Misuse and Illicit Use,Analyze clinical notes to detect illicit use and miscue of stimulants and opioids,Initiation,,,Department of Health and Human Services
HHS-0035-2023,HHS,CDC,NCHS,AI/ML Model Release Standards,"NCHS is creating a set of model release standards for AI/ML projects that should be adhered to throughout the Center, and could serve as a starting point for broader standards across the AI/ML development lifecycle to be created at NCHS and throughout CDC.",Development and Acquisition,,,Department of Health and Human Services
HHS-0036-2023,HHS,CDC,NCHS,PII detection using Private AI,"NCHS has been evaluating Private AI's NLP solution designed to identify, redact, and replace PII in text data. This suite of models is intended to be used to safely identify and remove PII from free text data sets across platforms within the CDC network.",Development and Acquisition,,,Department of Health and Human Services
HHS-0037-2023,HHS,CDC,NCHS,Transcribing Cognitive Interviews with Whisper,"Current transcription processes for cognitive interviews are limited. Manual transcription is time-consuming and the current automated solution is low quality. Recently, open-sourced AI models have been released that appear to perform substantially better than previous technologies in automated transcription of video/audio. Of note is the model by OpenAI named Whisper (publication, code, model card) which has been made available for under a fully permissive license. Although Whisper is currently considered state-of-the-art compared to other AI models in standard benchmarks, it has not been tested with cognitive interviews. We hypothesize Whisper will produce production quality transcriptions for NCHS. We plan to do a comparison against both VideoBank and a manual transcription. If the results are encouraging, we plan to transcribe all videos from the CCQDER archive. ",Development and Acquisition,,,Department of Health and Human Services
HHS-0038-2023,HHS,CDC,NCHS,Named Entity Recognition for Opioid Use in Free Text Clinical Notes from Electronic Health Records,A team of scientists participating in CDC's Data Science Upskilling Program are developing an NLP Named Entity Recognition model to detect the assertion or negation of opioid use in electronic medical records from the National Hospital Care Survey,Development and Acquisition,,,Department of Health and Human Services
HHS-0039-2023,HHS,CDC,NCIPC/DIP,Nowcasting Suicide Trends,"An internal-facing, interactive dashboard incorporating multiple traditional and non-traditional datasets and a multi-stage machine learning pipeline to 'nowcast' suicide death trends nationally on a week-to-week basis. ",Operation and Maintenance,,,Department of Health and Human Services
HHS-0040-2023,HHS,CDC,NCIRD,NCIRD SmartFind ChatBots - Public and Internal,"Develop conversational ChatBots (Public Flu, Public COVID-19 Vaccination, Internal Knowledge-Bot) that analyze free text questions entered by the public, healthcare providers, partners, and internal staff, and provide agency-cleared answers which best match the question. Developed in collaboration with Microsoft staff during COVID-19 pandemic using their Cognitive Services, Search,�QnA Maker, Azure Healthcare Bot, Power Automate, SharePoint, and webapps.",Operation and Maintenance,,,Department of Health and Human Services
HHS-0041-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Amazon Lex and Amazon Polly for the Marketplace Appeals Call Center,"CMS/OHI: Amazon Lex & Amazon Polly are used in conjunction with the Amazon Connect phone system (cloud based) for the Marketplace Appeals Call Center. Amazon Lex offers self-service capabilities with virtual contact center agents, interactive voice response (IVR), information response automation, and maximizing information by designing chatbots using existing call center transcripts. Amazon Polly turns text into speech, allowing the program to create applications that talk, and build entirely new categories of speech-enabled products.",Operation and Maintenance,,,Department of Health and Human Services
HHS-0042-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Feedback Analysis Solution (FAS),"The Feedback Analysis Solution is a system that uses CMS or other publicly available data (such as Regulations.Gov) to review public comments and/or analyze other information from internal and external stakeholders. The FAS uses Natural Language Processing (NLP) tools to aggregate, sort and identify duplicates to create efficiencies in the comment review process. FAS also uses machine learning (ML) tools to identify topics, themes and sentiment outputs for the targeted dataset.  ",Operation and Maintenance,,,Department of Health and Human Services
HHS-0043-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Predictive Intelligence - Incident Assignment for Quality Service Center (QSC).,Predictive Intelligence (PI) is used for incident assignment within the Quality Service Center (QSC). The solution runs on incidents created from the ServiceNow Service Portal (https://cmsqualitysupport.servicenowservices.com/sp_ess). The solution analyzes the short description provided by the end user in order to find key words with previously submitted incidents and assigns the ticket to the appropriate assignment group. This solution is re-trained with the incident data in our production instance every 3-6 months based on need.,Operation and Maintenance,,,Department of Health and Human Services
HHS-0044-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Fraud Prevention System Alert Summary Report Priority Score,"This model will use Medicare administrative, claims, and fraud alert and investigations data to predict the likelihood of an investigation leading to an administrative action (positive outcome), supporting CMS in prioritizing their use of investigations resources. This analysis is still in development and the final model type has not been determined yet.",Development and Acquisition,,,Department of Health and Human Services
HHS-0045-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),"Center for Program Integrity (CPI) Fraud Prevention System Models (e.g. DMEMBITheftML, HHAProviderML)","These models use Medicare administrative and claims  data to identify potential cases of fraud, waste, and abuse for future investigation using random forest techniques. Outputs are used to alert investigators of the potential fraud scheme and associated providers.",Operation and Maintenance,,,Department of Health and Human Services
HHS-0046-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Priority Score Model - ranks providers within the Fraud Prevention System using logistic regression based on program integrity guidelines.,"Inputs - Medicare Claims data, Targeted Probe and Educate (TPE) Data, Jurisdiction information
Output -  ranks providers within the FPS system using logistic regression based on program integrity guidelines.",Operation and Maintenance,,,Department of Health and Human Services
HHS-0047-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),"Priority Score Timeliness - forecast the time needed to work on an alert produced by Fraud Prevention System (Random Forest, Decision Tree, Gradient Boost, Generalized Linear Regression)","Inputs - Medicare Claims data, TPE Data, Jurisdiction information
Output -  forecast the time needed to work on an alert produced by FPS (Random Forest, Decision Tree, Gradient Boost, Generalized Linear Regression)",Operation and Maintenance,,,Department of Health and Human Services
HHS-0048-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),CCIIO Enrollment Resolution and Reconciliation System (CERRS),CERRS AI for Classification,Operation and Maintenance,,,Department of Health and Human Services
HHS-0049-2023,HHS,Centers for Medicare & Medicaid Services (CMS),Centers for Medicare & Medicaid Services (CMS),Central Data Abstraction Tool-Modernized (Modernized-CDAT)- Intake Process Automation (PA) Tool,"Intake PA uses advanced capabilities (NLP, OCR, AI, ML) to automate, modernize, and reduce manual efforts related to medical record review functions within MA RADV audits",Operation and Maintenance,,,Department of Health and Human Services
