Use_Case_ID,Department_Code,Agency,Office,Title,Summary,Development_Stage,Techniques,Source_Code,Department,project_title_text,summary_text,LLM_summary_text,risk_assessment_safety,risk_assessment_rights,is_risk_assessment_rights,is_risk_assessment_safety
SSA-0013-2023,SSA,Office of Systems,,Mobile Wage Reporting (MOBWR),Mobile Wage Reporting uses AI to extract text/data from scanned images/documents represeting pay stubs or payroll information to enable faster processing.,,,,Social Security Administration,"Mobile Wage Reporting (MOBWR): 
Mobile Wage Reporting uses AI to extract text/data from scanned images/documents represeting pay stubs or payroll information to enable faster processing.",Mobile Wage Reporting (MOBWR) utilizes AI to quickly extract text and data from scanned images or documents such as pay stubs or payroll information. This technology allows for expedited processing of these documents.,Mobile Wage Reporting (MOBWR) utilizes AI to quickly extract text and data from scanned images or documents such as pay stubs or payroll information. This technology allows for expedited processing of these documents.,,,False,False
DOC-0000-2023,DOC,International Trade Administration (ITA),,B2B Matchmaking,"The system's algorithms and AI technology qualifies data and makes B2B matches with 
event participants according to their specific needs and available opportunities.  The 
systems inputs are data related to event participants and the outputs are suggested B2B 
matches between participants and a match strength scorecard.",,,,Department of Commerce,"B2B Matchmaking: 
The system's algorithms and AI technology qualifies data and makes B2B matches with 
event participants according to their specific needs and available opportunities.  The 
systems inputs are data related to event participants and the outputs are suggested B2B 
matches between participants and a match strength scorecard.",The B2B matchmaking system utilizes algorithms and AI technology to analyze data and create matches between event participants based on their individual requirements and available opportunities. The system takes in information about the participants and provides suggested B2B matches along with a scorecard indicating the strength of the match.,The B2B matchmaking system utilizes algorithms and AI technology to analyze data and create matches between event participants based on their individual requirements and available opportunities. The system takes in information about the participants and provides suggested B2B matches along with a scorecard indicating the strength of the match.,,,False,False
DOS-0009-2023,DOS,CSO,,Automated Burning Detection,The Village Monitoring System program uses AI and machine learning to conduct daily scans of moderate resolution commercial satellite imagery to identify anomalies using the near-infrared band.,,,,Department of State,"Automated Burning Detection: 
The Village Monitoring System program uses AI and machine learning to conduct daily scans of moderate resolution commercial satellite imagery to identify anomalies using the near-infrared band.","The Village Monitoring System program utilizes AI and machine learning to analyze commercial satellite imagery on a daily basis. Its purpose is to detect anomalies by examining the near-infrared band, enabling automated identification of burning incidents.","The Village Monitoring System program utilizes AI and machine learning to analyze commercial satellite imagery on a daily basis. Its purpose is to detect anomalies by examining the near-infrared band, enabling automated identification of burning incidents.",,,False,False
DOC-0009-2023,DOC,National Oceanic and Atmospheric Administration (NOAA),,Developing automation to determine species and count using optical survey data in the Gulf of Mexico,"VIAME - This project focuses on optical survey collected in the Gulf of Mexico: 1) develop 
an image library of landed catch, 2) develop of automated image processing (ML/DL) to 
identify and enumerate species from underwater imagery and 3) develop automated 
algorithms to process imagery in near real time and download information to central 
database.",,,,Department of Commerce,"Developing automation to determine species and count using optical survey data in the Gulf of Mexico: 
VIAME - This project focuses on optical survey collected in the Gulf of Mexico: 1) develop 
an image library of landed catch, 2) develop of automated image processing (ML/DL) to 
identify and enumerate species from underwater imagery and 3) develop automated 
algorithms to process imagery in near real time and download information to central 
database.","The VIAME project aims to develop automation tools for analyzing optical survey data in the Gulf of Mexico. This includes building an image library of landed catch, developing machine learning and deep learning algorithms to identify and count species from underwater imagery, and creating automated processes to analyze imagery in near real time and store the information in a central database.","The VIAME project aims to develop automation tools for analyzing optical survey data in the Gulf of Mexico. This includes building an image library of landed catch, developing machine learning and deep learning algorithms to identify and count species from underwater imagery, and creating automated processes to analyze imagery in near real time and store the information in a central database.",,,False,False
USDA-0028-2023,USDA,USDA,NASS,Census of Agricuilture Response Propensity Scores,"The response propensity scores to the COA are derived from random forest models that use historical data, control data, and other survey data. These scores are used to help target more effective data collection.",Operation and Management,Machine Learning,,Department of Agriculture,"Census of Agricuilture Response Propensity Scores: 
The response propensity scores to the COA are derived from random forest models that use historical data, control data, and other survey data. These scores are used to help target more effective data collection.","Response propensity scores for the Census of Agriculture (COA) are calculated using random forest models that incorporate historical data, control data, and other survey data. These scores aid in optimizing data collection efforts by identifying areas or individuals with higher likelihoods of responding to the COA.","Response propensity scores for the Census of Agriculture (COA) are calculated using random forest models that incorporate historical data, control data, and other survey data. These scores aid in optimizing data collection efforts by identifying areas or individuals with higher likelihoods of responding to the COA.",,,False,False
GSA-0000-2023,GSA,FAS,,Acquisition Analytics,Takes Detailed Data on transactions and classifies each transaction within the Government-wide Category Management Taxonomy,Operation and Maintenance,Supervised Machine Learning - Classification,,U.S. General Services Administration,"Acquisition Analytics: 
Takes Detailed Data on transactions and classifies each transaction within the Government-wide Category Management Taxonomy",Acquisition Analytics utilizes comprehensive transaction data to categorize each transaction within the Government-wide Category Management Taxonomy.,Acquisition Analytics utilizes comprehensive transaction data to categorize each transaction within the Government-wide Category Management Taxonomy.,,,False,False
DOC-0003-2023,DOC,International Trade Administration (ITA),,AD/CVD Self Initiation,"The ADCVD program investigates allegations of dumping and/or countervailing of duties.  
Investigations are initiated when a harmed US entity files a petition identifying the alleged 
offence and the specific harm inflicted.  Self-Initiation will allow ITA to monitor trade 
patterns for this activity and preemptively initiate investigations by identifying harmed US 
entities, often before these entities are aware of the harm.",,,,Department of Commerce,"AD/CVD Self Initiation: 
The ADCVD program investigates allegations of dumping and/or countervailing of duties.  
Investigations are initiated when a harmed US entity files a petition identifying the alleged 
offence and the specific harm inflicted.  Self-Initiation will allow ITA to monitor trade 
patterns for this activity and preemptively initiate investigations by identifying harmed US 
entities, often before these entities are aware of the harm.",The AD/CVD program investigates dumping and countervailing duties based on complaints filed by US entities. Self-initiation allows the ITA to proactively monitor trade patterns and initiate investigations before the harmed entities are even aware of the harm.,The AD/CVD program investigates dumping and countervailing duties based on complaints filed by US entities. Self-initiation allows the ITA to proactively monitor trade patterns and initiate investigations before the harmed entities are even aware of the harm.,,,False,False
HHS-0101-2023,HHS,FDA,NCTR,Opioid agonists/antagonists knowledgebase (OAK) to assist review and development of analgesic products for pain management and opioid use disorder treatment,"The number of deaths caused by opioid overdose in the United States has been increasing dramatically for the last decade. misuse and abuse continue at alarmingly high rates. Opioid use disorder (OUD) often starts with use of prescription opioid analgesics. Therefore, the development of abuse-deterrent analgesic products may significantly impact the trajectory of the opioid crisis. In addition, FDA is making new efforts to support novel product innovation for pain management and the treatment of OUD to combat this opioid crisis. 
Opioid agonists bind and activate opioid receptors to decrease calcium influx and  cyclic adenosine monophosphate (cAMP), leading to hyperpolarization that inhibits pain transmission. Opioid antagonists bind and inhibit or block opioid receptors. Both opioid agonists and antagonists are used in drug products for pain management and treatment of opioid addiction. An opioid agonists/antagonists knowledgebase (OAK) would be useful for FDA reviewers to inform evaluation and to assist development of analgesics and of additional treatments for OUD.
To create a comprehensive OAK, we propose to curate the experimental data on opioid agonist/antagonist activity from the public domain, experimentally test some 2800 drugs in functional opioid receptor assays using quantitative high-throughput screen (qHTS) platform, and develop and validate in silico models to predict opioid agonist/antagonist activity. The created OAK knowledgebase could be used for retrieving experimental opioid agonist/antagonist activity data and the related experimental protocols. For chemicals without experimental data, read-across methods could be used to find similar chemicals in OAK to estimate the opioid agonist/antagonist activity, and the in silico models in OAK could be used to predict the opioid agonist/antagonist activity. The retrieved or predicted activity data can then be used to inform regulatory review or to assist in the development of analgesics.",Implementation,,,Department of Health and Human Services,"Opioid agonists/antagonists knowledgebase (OAK) to assist review and development of analgesic products for pain management and opioid use disorder treatment: 
The number of deaths caused by opioid overdose in the United States has been increasing dramatically for the last decade. misuse and abuse continue at alarmingly high rates. Opioid use disorder (OUD) often starts with use of prescription opioid analgesics. Therefore, the development of abuse-deterrent analgesic products may significantly impact the trajectory of the opioid crisis. In addition, FDA is making new efforts to support novel product innovation for pain management and the treatment of OUD to combat this opioid crisis. 
Opioid agonists bind and activate opioid receptors to decrease calcium influx and  cyclic adenosine monophosphate (cAMP), leading to hyperpolarization that inhibits pain transmission. Opioid antagonists bind and inhibit or block opioid receptors. Both opioid agonists and antagonists are used in drug products for pain management and treatment of opioid addiction. An opioid agonists/antagonists knowledgebase (OAK) would be useful for FDA reviewers to inform evaluation and to assist development of analgesics and of additional treatments for OUD.
To create a comprehensive OAK, we propose to curate the experimental data on opioid agonist/antagonist activity from the public domain, experimentally test some 2800 drugs in functional opioid receptor assays using quantitative high-throughput screen (qHTS) platform, and develop and validate in silico models to predict opioid agonist/antagonist activity. The created OAK knowledgebase could be used for retrieving experimental opioid agonist/antagonist activity data and the related experimental protocols. For chemicals without experimental data, read-across methods could be used to find similar chemicals in OAK to estimate the opioid agonist/antagonist activity, and the in silico models in OAK could be used to predict the opioid agonist/antagonist activity. The retrieved or predicted activity data can then be used to inform regulatory review or to assist in the development of analgesics.","The Opioid agonists/antagonists knowledgebase (OAK) is being developed to assist in the review and development of analgesic products for pain management and opioid use disorder treatment. The knowledgebase will curate experimental data on opioid agonist/antagonist activity, test drugs using a quantitative high-throughput screen, and develop predictive models. This knowledgebase will help inform regulatory review and support the development of abuse-deterrent analgesic products to combat the opioid crisis.","The Opioid agonists/antagonists knowledgebase (OAK) is being developed to assist in the review and development of analgesic products for pain management and opioid use disorder treatment. The knowledgebase will curate experimental data on opioid agonist/antagonist activity, test drugs using a quantitative high-throughput screen, and develop predictive models. This knowledgebase will help inform regulatory review and support the development of abuse-deterrent analgesic products to combat the opioid crisis.",,,False,False
DOC-0004-2023,DOC,International Trade Administration (ITA),,Market Diversification Toolkit,"The Market Diversification Tool identifies potential new export markets using current 
trade patterns. A user enters what products they make and the markets they currently 
export to.  The Market Diversification Tool applies a ML algorithm to identify and compare 
markets that should be considered.  The tool brings together product-specific trade and 
tariff data and economy-level macroeconomic and governance data to provide a picture 
of which markets make sense for further market research. Users can limit the markets in 
the results to only the ones they want to consider and modify how each of the eleven 
indicators in the tool contributes to a country’s overall score. Users can export all the data 
to a spreadsheet for further analysis.",,,,Department of Commerce,"Market Diversification Toolkit: 
The Market Diversification Tool identifies potential new export markets using current 
trade patterns. A user enters what products they make and the markets they currently 
export to.  The Market Diversification Tool applies a ML algorithm to identify and compare 
markets that should be considered.  The tool brings together product-specific trade and 
tariff data and economy-level macroeconomic and governance data to provide a picture 
of which markets make sense for further market research. Users can limit the markets in 
the results to only the ones they want to consider and modify how each of the eleven 
indicators in the tool contributes to a country’s overall score. Users can export all the data 
to a spreadsheet for further analysis.","The Market Diversification Toolkit is a tool that helps users identify potential new export markets based on their current trade patterns. By entering the products they make and the markets they currently export to, the tool utilizes a ML algorithm to compare and identify markets that should be considered. The tool provides a comprehensive analysis by combining product-specific trade and tariff data with macroeconomic and governance data, allowing users to narrow down the results and modify the indicators to fit their needs. Additionally, users have the option to export all the data to a spreadsheet for further analysis.","The Market Diversification Toolkit is a tool that helps users identify potential new export markets based on their current trade patterns. By entering the products they make and the markets they currently export to, the tool utilizes a ML algorithm to compare and identify markets that should be considered. The tool provides a comprehensive analysis by combining product-specific trade and tariff data with macroeconomic and governance data, allowing users to narrow down the results and modify the indicators to fit their needs. Additionally, users have the option to export all the data to a spreadsheet for further analysis.",,,False,False
DOC-0008-2023,DOC,National Oceanic and Atmospheric Administration (NOAA),,AI-based automation of acoustic detection of marine mammals,"Timely processing of these data is critical for adapting mitigation measures as climate 
change continues to impact Arctic marine mammals.  Infrastructure for Noise and 
Soundscape Tolerant Investigation of Nonspecific Call Types (INSTINCT) is command line 
software which was developed in-house for model training, evaluation, and deployment 
of machine learning models for the purpose of marine mammal detection in passive 
acoustic data. It also includes annotation workflows for labeling and validation. INSTINCT 
has been successfully deployed in several analyses, and further development of detectors 
within INSTINCT is desired for future novel studies and automation. Continued integration 
of AI methods into existing processes of the CAEP acoustics group requires a skilled 
operator familiar with INSTINCT, machine learning, and acoustic repertoire of Alaska 
region marine mammals.",,,,Department of Commerce,"AI-based automation of acoustic detection of marine mammals: 
Timely processing of these data is critical for adapting mitigation measures as climate 
change continues to impact Arctic marine mammals.  Infrastructure for Noise and 
Soundscape Tolerant Investigation of Nonspecific Call Types (INSTINCT) is command line 
software which was developed in-house for model training, evaluation, and deployment 
of machine learning models for the purpose of marine mammal detection in passive 
acoustic data. It also includes annotation workflows for labeling and validation. INSTINCT 
has been successfully deployed in several analyses, and further development of detectors 
within INSTINCT is desired for future novel studies and automation. Continued integration 
of AI methods into existing processes of the CAEP acoustics group requires a skilled 
operator familiar with INSTINCT, machine learning, and acoustic repertoire of Alaska 
region marine mammals.","The software INSTINCT was developed to automate the detection of marine mammals in passive acoustic data. Its purpose is to quickly process data and adapt mitigation measures to climate change impacts on Arctic marine mammals. Skilled operators familiar with INSTINCT, machine learning, and the acoustic repertoire of Alaska region marine mammals are needed for continued integration of AI methods into existing processes.","The software INSTINCT was developed to automate the detection of marine mammals in passive acoustic data. Its purpose is to quickly process data and adapt mitigation measures to climate change impacts on Arctic marine mammals. Skilled operators familiar with INSTINCT, machine learning, and the acoustic repertoire of Alaska region marine mammals are needed for continued integration of AI methods into existing processes.",,,False,False
HHS-0114-2023,HHS,NIH,National Institutes of Health (NIH) NIAID,Scientific Research Data Management System Natural Language Processing Conflict of Interest Tool,"A tool that identifies entities within a grant application to allow NIAID's Scientific Review Program team to more easily identify conflicts of interest (COI) between grant reviewers and applicants using NLP methods (e.g., OCR, text extraction).",Operation and Maintenance,,,Department of Health and Human Services,"Scientific Research Data Management System Natural Language Processing Conflict of Interest Tool: 
A tool that identifies entities within a grant application to allow NIAID's Scientific Review Program team to more easily identify conflicts of interest (COI) between grant reviewers and applicants using NLP methods (e.g., OCR, text extraction).","The Scientific Research Data Management System Natural Language Processing Conflict of Interest Tool is designed to help the NIAID's Scientific Review Program team in identifying conflicts of interest between grant reviewers and applicants. This tool uses NLP techniques such as OCR and text extraction to identify entities within grant applications, making the identification process more efficient.","The Scientific Research Data Management System Natural Language Processing Conflict of Interest Tool is designed to help the NIAID's Scientific Review Program team in identifying conflicts of interest between grant reviewers and applicants. This tool uses NLP techniques such as OCR and text extraction to identify entities within grant applications, making the identification process more efficient.",,,False,False
DOE-0036-2023,DOE,National Energy Technology Laboratory,,Computational capabilities to support experimental efforts,"This subtask will leverage NETL’s in-house computational capabilities 
and existing university collaborators to support experimental efforts by 
providing atomic-level DFT and microkinetic modeling calculations for 
catalyst systems. This work provides atomic-level details on reaction 
energetics and establishes key structure-property relationships used to 
optimize catalyst structure and formulation.",,,,Department of Energy,"Computational capabilities to support experimental efforts: 
This subtask will leverage NETL’s in-house computational capabilities 
and existing university collaborators to support experimental efforts by 
providing atomic-level DFT and microkinetic modeling calculations for 
catalyst systems. This work provides atomic-level details on reaction 
energetics and establishes key structure-property relationships used to 
optimize catalyst structure and formulation.","This subtask aims to use NETL's computational capabilities and university collaborators to assist experimental efforts by conducting atomic-level calculations and microkinetic modeling for catalyst systems. These calculations provide detailed information on reaction energetics and establish important relationships between catalyst structure and properties, ultimately helping to optimize catalyst structure and formulation.","This subtask aims to use NETL's computational capabilities and university collaborators to assist experimental efforts by conducting atomic-level calculations and microkinetic modeling for catalyst systems. These calculations provide detailed information on reaction energetics and establish important relationships between catalyst structure and properties, ultimately helping to optimize catalyst structure and formulation.",,,False,False
NASA-0008-2023,NASA,Goddard Space Flight Center,,Europa Ice Floe Detection (GSFC Planetary Sciences Lab),"Machine Learning applied to Galileo space probe imagery to detect and classify ice blocks in the chaos regions of
Jupiter's moon Europa. GANs were also used to generate simulated training data.",In-use,"Mask R-CNN, GANs",https://gitlab.grc.nasa.gov/kgansler/europa-ice-floe-detection,National Aeronautics and Space Administration,"Europa Ice Floe Detection (GSFC Planetary Sciences Lab): 
Machine Learning applied to Galileo space probe imagery to detect and classify ice blocks in the chaos regions of
Jupiter's moon Europa. GANs were also used to generate simulated training data.","The Planetary Sciences Lab at GSFC used Machine Learning techniques to identify and categorize ice blocks in the chaotic areas of Jupiter's moon Europa using imagery from the Galileo space probe. Additionally, they employed GANs to create simulated training data for their analysis.","The Planetary Sciences Lab at GSFC used Machine Learning techniques to identify and categorize ice blocks in the chaotic areas of Jupiter's moon Europa using imagery from the Galileo space probe. Additionally, they employed GANs to create simulated training data for their analysis.",,,False,False
NASA-0027-2023,NASA,Marshall Space Flight Center,,GCMD Keyword Recommender (GKR),Natural Language Processing-based science keyword suggestion tool,In-use,Natural Language Processing,,National Aeronautics and Space Administration,"GCMD Keyword Recommender (GKR): 
Natural Language Processing-based science keyword suggestion tool",The GCMD Keyword Recommender (GKR) is a tool that utilizes Natural Language Processing to suggest science keywords. It helps researchers and scientists find relevant keywords for their work more efficiently.,The GCMD Keyword Recommender (GKR) is a tool that utilizes Natural Language Processing to suggest science keywords. It helps researchers and scientists find relevant keywords for their work more efficiently.,,,False,False
TREAS-0004-2023,TREAS,,,Collection Voice Bot,"The Nuance Natural Language Understanding (NLU) model will be located 
inside the Automated Collections IVR (ACI) main menu. This NLU will take 
customer speech input aka – Utterances.  It will map the utterance to a 
specific intent and direct the taxpayer down to a certain call path.",In production: less than six months,,,Department of Treasury,"Collection Voice Bot: 
The Nuance Natural Language Understanding (NLU) model will be located 
inside the Automated Collections IVR (ACI) main menu. This NLU will take 
customer speech input aka – Utterances.  It will map the utterance to a 
specific intent and direct the taxpayer down to a certain call path.","The Nuance Natural Language Understanding (NLU) model will be integrated into the Automated Collections IVR (ACI) main menu. This model will analyze customer speech input and determine the intent, guiding them through the appropriate call path.","The Nuance Natural Language Understanding (NLU) model will be integrated into the Automated Collections IVR (ACI) main menu. This model will analyze customer speech input and determine the intent, guiding them through the appropriate call path.",,,False,False
OPM-0003-2023,OPM,RS/RO,,Retirement Services (RS) Chat Bot,"A chatbot is a computer program that uses artificial intelligence (AI) and natural language processing to understand customer questions and automate responses to them, simulating human conversation.  Retirement Services uses the chatbot to answer user questions related to Survivor Benefits. The bot initially started with a set of 13 questions and continues to grow based on reviews of user interaction.",Operation and Maintenance,Natural Language Processing,,U.S. Office of Personnel Management,"Retirement Services (RS) Chat Bot: 
A chatbot is a computer program that uses artificial intelligence (AI) and natural language processing to understand customer questions and automate responses to them, simulating human conversation.  Retirement Services uses the chatbot to answer user questions related to Survivor Benefits. The bot initially started with a set of 13 questions and continues to grow based on reviews of user interaction.",The Retirement Services (RS) Chat Bot is a computer program that uses AI and natural language processing to understand and respond to customer questions about Survivor Benefits. It began with 13 questions but has been expanding based on user feedback.,The Retirement Services (RS) Chat Bot is a computer program that uses AI and natural language processing to understand and respond to customer questions about Survivor Benefits. It began with 13 questions but has been expanding based on user feedback.,,,False,False
DOS-0004-2023,DOS,A,,Tailored Integration Logistics Management System (ILMS) Automated User Support Bot,ILMS developed and deployed an automated support desk assistant using ServiceNow Virtual Agent to simplify support desk interactions for ILMS customers and to deflect easily resolved issues from higher cost support desk agents.,,,,Department of State,"Tailored Integration Logistics Management System (ILMS) Automated User Support Bot: 
ILMS developed and deployed an automated support desk assistant using ServiceNow Virtual Agent to simplify support desk interactions for ILMS customers and to deflect easily resolved issues from higher cost support desk agents.",ILMS has created an automated support bot to assist customers with their support desk inquiries. The bot aims to streamline interactions and reduce the workload of costly support desk agents by resolving simple issues.,ILMS has created an automated support bot to assist customers with their support desk inquiries. The bot aims to streamline interactions and reduce the workload of costly support desk agents by resolving simple issues.,,,False,False
USDA-0020-2023,USDA,USDA,Forest Service,CLT Knowledge Database,"The CLT knowledge database catalogs cross-laminated timber information in an interface that helps users find relevant information. The information system uses data aggregator bots that search the internet for relevant information. These bots search for hundreds of keywords and use machine learning to determine if what is found is relevant. The search engine uses intelligent software to locate and update pertinent CLT references, as well as categorize information with respect to common application and interest areas. As of 2/24/2022, the CLT knowledge database has cataloged >3,600 publications on various aspects of CLT. This system fosters growth of mass timber markets by disseminating knowledge and facilitating collaboration among stakeholders, and by reducing the risk of duplication of efforts. Manufacturers, researchers, design professionals, code officials, government agencies, and other stakeholders directly benefit from the tool, thereby supporting the increasing use of mass timber, which benefits forest health by increasing the economic value of forests.",Operation and Management,Machine Learning,,Department of Agriculture,"CLT Knowledge Database: 
The CLT knowledge database catalogs cross-laminated timber information in an interface that helps users find relevant information. The information system uses data aggregator bots that search the internet for relevant information. These bots search for hundreds of keywords and use machine learning to determine if what is found is relevant. The search engine uses intelligent software to locate and update pertinent CLT references, as well as categorize information with respect to common application and interest areas. As of 2/24/2022, the CLT knowledge database has cataloged >3,600 publications on various aspects of CLT. This system fosters growth of mass timber markets by disseminating knowledge and facilitating collaboration among stakeholders, and by reducing the risk of duplication of efforts. Manufacturers, researchers, design professionals, code officials, government agencies, and other stakeholders directly benefit from the tool, thereby supporting the increasing use of mass timber, which benefits forest health by increasing the economic value of forests.","The CLT knowledge database is an information system that uses data aggregator bots and intelligent software to collect and update cross-laminated timber (CLT) information. It has cataloged over 3,600 publications and helps stakeholders in the mass timber industry by disseminating knowledge, facilitating collaboration, and reducing duplication of efforts. This tool supports the use of mass timber, which benefits forest health by increasing the economic value of forests.","The CLT knowledge database is an information system that uses data aggregator bots and intelligent software to collect and update cross-laminated timber (CLT) information. It has cataloged over 3,600 publications and helps stakeholders in the mass timber industry by disseminating knowledge, facilitating collaboration, and reducing duplication of efforts. This tool supports the use of mass timber, which benefits forest health by increasing the economic value of forests.",,,False,False
VA-0021-2023,VA,,,Using machine learning to predict perfusionists’ critical decision-making during cardiac surgery,"A machine learning approach is used to build predictive models of perfusionists’ decision-making during critical situations that occur in the cardiopulmonary bypass phase of cardiac surgery. Results may inform future development of computerized clinical decision support tools to be embedded into the operating room, improving patient safety and surgical outcomes.",,,,Department of Veterans Affairs,"Using machine learning to predict perfusionists’ critical decision-making during cardiac surgery: 
A machine learning approach is used to build predictive models of perfusionists’ decision-making during critical situations that occur in the cardiopulmonary bypass phase of cardiac surgery. Results may inform future development of computerized clinical decision support tools to be embedded into the operating room, improving patient safety and surgical outcomes.",Machine learning is utilized to create predictive models of perfusionists' decision-making during critical cardiac surgery situations. The findings have the potential to enhance patient safety and surgical outcomes by guiding the development of computerized clinical decision support tools for use in the operating room.,Machine learning is utilized to create predictive models of perfusionists' decision-making during critical cardiac surgery situations. The findings have the potential to enhance patient safety and surgical outcomes by guiding the development of computerized clinical decision support tools for use in the operating room.,,,False,False
DOE-0139-2023,DOE,National Energy Technology Laboratory,,To use ML to help identify promising oxygen carrier materials.,"A combination of experimental data and computational results  will be 
used both to understand O2 production and to develop a machine 
learning model that can be used to identify promising carrier 
compositions. These compositions will be evaluated on two primary 
criteria, performance and ability to be synthesized. Once the model has 
identified promising candidates, these materials will be synthesized and 
compared to existing carriers. This new data will then be used to refine 
the models.",,Other,,Department of Energy,"To use ML to help identify promising oxygen carrier materials.: 
A combination of experimental data and computational results  will be 
used both to understand O2 production and to develop a machine 
learning model that can be used to identify promising carrier 
compositions. These compositions will be evaluated on two primary 
criteria, performance and ability to be synthesized. Once the model has 
identified promising candidates, these materials will be synthesized and 
compared to existing carriers. This new data will then be used to refine 
the models.","The text explains that a machine learning model will be developed using a combination of experimental data and computational results to identify promising oxygen carrier materials. The model will evaluate the compositions based on performance and synthesizability, and the materials identified will be synthesized and compared to existing carriers to refine the model.","The text explains that a machine learning model will be developed using a combination of experimental data and computational results to identify promising oxygen carrier materials. The model will evaluate the compositions based on performance and synthesizability, and the materials identified will be synthesized and compared to existing carriers to refine the model.",,,False,False
HHS-0066-2023,HHS,FDA,CBER/OBPV/DABRA,"BEST Platform improves post-market surveillance efforts through the semi-automated detection, validation and reporting of adverse events.","The BEST Platform employs a suite of applications and techniques to improve the detection, validation and reporting of  biologics-related adverse events from electronic health records (EHRs). The Platform utilizes ML and NLP to detect potential adverse events, and extract the important features for clinicians to validate.  ",Implementation,,,Department of Health and Human Services,"BEST Platform improves post-market surveillance efforts through the semi-automated detection, validation and reporting of adverse events.: 
The BEST Platform employs a suite of applications and techniques to improve the detection, validation and reporting of  biologics-related adverse events from electronic health records (EHRs). The Platform utilizes ML and NLP to detect potential adverse events, and extract the important features for clinicians to validate.  ","The BEST Platform is a system that enhances post-market surveillance by automating the identification, confirmation, and documentation of adverse events. It utilizes advanced technologies such as machine learning and natural language processing to detect possible adverse events from electronic health records and extract relevant information for clinicians to verify.","The BEST Platform is a system that enhances post-market surveillance by automating the identification, confirmation, and documentation of adverse events. It utilizes advanced technologies such as machine learning and natural language processing to detect possible adverse events from electronic health records and extract relevant information for clinicians to verify.",,,False,False
DOE-0050-2023,DOE,National Energy Technology Laboratory,,Fluid migration from well-to-well communication will be inputted in AI to determine a costs-benefit analysis,"This project will develop an ML algorithm to predict the time when a 
growing fracture will reach the monitored well. The ML workflow will be 
trained on the distinctive tensile strain signature that precedes the 
growing fracture. The new workflow will be designed to work in 
conjunction with the fracture warning ML workflow developed in EY21. 
Together, these workflows will: (1) provide an early warning of well-to-
well communication, (2) predict the measured depths where the 
communication will happen, and (3) provide an estimated time until the 
beginning of well-to-well communication.",,"Artificial Intelligence, Big Data, Other",,Department of Energy,"Fluid migration from well-to-well communication will be inputted in AI to determine a costs-benefit analysis: 
This project will develop an ML algorithm to predict the time when a 
growing fracture will reach the monitored well. The ML workflow will be 
trained on the distinctive tensile strain signature that precedes the 
growing fracture. The new workflow will be designed to work in 
conjunction with the fracture warning ML workflow developed in EY21. 
Together, these workflows will: (1) provide an early warning of well-to-
well communication, (2) predict the measured depths where the 
communication will happen, and (3) provide an estimated time until the 
beginning of well-to-well communication.","An AI system will be used to analyze fluid migration between wells and determine the costs and benefits. The project aims to develop a machine learning algorithm that can predict when a growing fracture will reach a monitored well, based on the distinctive tensile strain signature that precedes it. This algorithm will work alongside an existing fracture warning system to provide early detection of well-to-well communication, predict the depths at which it will occur, and estimate the time until it begins.","An AI system will be used to analyze fluid migration between wells and determine the costs and benefits. The project aims to develop a machine learning algorithm that can predict when a growing fracture will reach a monitored well, based on the distinctive tensile strain signature that precedes it. This algorithm will work alongside an existing fracture warning system to provide early detection of well-to-well communication, predict the depths at which it will occur, and estimate the time until it begins.",,,False,False
USDA-0015-2023,USDA,USDA,FNS,Nutrition Education & Local Access Dashboard,"The goal of the this Dashboard is to provide a county-level visualization of FNS nutrition support, specifically nutrition education and local food access, alongside other metrics related to hunger and nutritional health. As part of this dashboard, the team developed a K-means clustering script to group States by 7 different clustering options:  Farm to School Intensity & Size, Program Activity Intensity, Ethnicity & Race, Fresh Food Access, School Size, and Program Participation. This allows users to find like-minded, or similar, States based on any of these characteristics, opening up avenues for partnerships with States that they otherwise may not have considered.",Operation and Management,"Machine Learning,K-Means Clustering,Visual Analysis",,Department of Agriculture,"Nutrition Education & Local Access Dashboard: 
The goal of the this Dashboard is to provide a county-level visualization of FNS nutrition support, specifically nutrition education and local food access, alongside other metrics related to hunger and nutritional health. As part of this dashboard, the team developed a K-means clustering script to group States by 7 different clustering options:  Farm to School Intensity & Size, Program Activity Intensity, Ethnicity & Race, Fresh Food Access, School Size, and Program Participation. This allows users to find like-minded, or similar, States based on any of these characteristics, opening up avenues for partnerships with States that they otherwise may not have considered.","The Nutrition Education & Local Access Dashboard aims to visually present data on FNS nutrition support at the county level, including nutrition education and local food access, as well as other metrics related to hunger and nutritional health. The dashboard includes a K-means clustering script that groups states into seven different clustering options, such as Farm to School Intensity & Size and Fresh Food Access, allowing users to identify states with similar characteristics for potential partnerships that they may not have previously considered.","The Nutrition Education & Local Access Dashboard aims to visually present data on FNS nutrition support at the county level, including nutrition education and local food access, as well as other metrics related to hunger and nutritional health. The dashboard includes a K-means clustering script that groups states into seven different clustering options, such as Farm to School Intensity & Size and Fresh Food Access, allowing users to identify states with similar characteristics for potential partnerships that they may not have previously considered.",,,False,False
