Use_Case_ID,Benefit Programs,Diplomacy and Trade,"Finance, Economy",Education and Workforce,Emergency Management,Energy,Environment and Natural Resources,General Admin,Grants,Health and Medical,Law and Justice,Science and Technology,Space,Transportation,Veteran Care and Services,Zoological,Mission-enabling,total_categories,Department_Code,Title
USDA-0023-2023,,,,,,,"The theme ""Environment and Natural Resources"" is relevant in the text above. The text mentions that the Landscape Change Monitoring System (LCMS) uses remote sensing to monitor changes in vegetation canopy cover and land cover and use. This indicates that the system is focused on monitoring and managing natural resources such as forests and vegetation.",,,,,,,,,,,0.0,USDA,Landscape Change Monitoring System (LCMS)
DHS-0029-2023,,,,,,,,,,,,"The theme ""Science and Technology"" is relevant in the text because it mentions the use of AI (Artificial Intelligence) in the Email Analytics application. AI falls under the field of computer science and is a technology that involves the development of intelligent machines capable of performing tasks that typically require human intelligence. The application utilizes AI to classify spam messages and extract entities from the email data. The integration of machine translation capabilities also involves the use of technology to enable communication between different languages. Therefore, the text is relevant to the theme ""Science and Technology.",,,,,,0.0,DHS,Email Analytics
DOE-0022-2023,,,,,,,,,,"The theme ""Health and Medical"" is relevant in the text because it mentions research in genomics, molecular toxicology, host-pathogen biology, genetics, and medical countermeasures. These areas of research are directly related to health and medical sciences.",,"The theme of ""Science and Technology"" is relevant in this text as it discusses the integration of experimental and computational methods in the fields of biology, genomics, and synthetic biology. These methods involve the use of computer science, mathematics, and statistics to conduct research in various areas such as genomics, nanotechnology, structural biology, and genetics. This demonstrates the relevance of science and technology in advancing research and understanding in the mentioned fields.",,,,,,0.0,DOE,"Biology, genomics, and synthetic biology"
HHS-0093-2023,,,,,,,,,,,,"The theme ""Science and Technology"" is relevant in the text above because it mentions a specific tool called SSTAT, which is a self-service text analytics tool. This tool utilizes scientific and technological concepts such as computer science, mathematics, and statistics to analyze the topics and keywords associated with a group of documents. Additionally, the tool provides a visual representation of the submitted documents and their respective topics, which may involve remote sensing, mapping, and visualization technologies. Therefore, the text is relevant to the theme ""Science and Technology.",,,,,,0.0,HHS,SSTAT
TREAS-0009-2023,,,,,,,,,,,,"The theme of ""Science and Technology"" is relevant in the text as it mentions the use of the Cloudera Data Science Workbench application. This application utilizes data science techniques, which fall under the realm of computer science and statistics, to predict the timely delivery of items by vendors. The use of historical data and binary predictions also aligns with the concepts of mathematics and statistics. Therefore, the text is relevant to the theme of Science and Technology.",,,,,,0.0,TREAS,Inventory Item Replenishment MLR Modeling POC - Phase 2
HHS-0109-2023,,,,,,,,,"The theme ""Grants"" is relevant in the given text. The text describes the Assisted Referral Tool, which is designed to assist in the process of assigning suitable scientific areas for grant applications. This tool helps in processing and determining the most appropriate areas for these applications, which aligns with the theme of grants.",,,"The text is relevant to the theme ""Science and Technology"" because it mentions the Assisted Referral Tool, which is a technological tool designed to assist in the process of determining suitable scientific areas for grant applications. This tool likely incorporates various scientific areas such as computer science, mathematics & statistics, remote sensing, mapping, quantum, cybersecurity, materials science, physics & engineering, earth science, electromagnetic spectrum, and biology to provide accurate and appropriate recommendations for grant applications.",,,,,,0.0,HHS,Assisted Referral Tool
HHS-0003-2023,,,,,,,,,,"The theme ""Health and Medical"" is relevant in the text as it discusses the development of an AI technology called R+2:18eDIRECT by Clarivate. This technology is designed to identify potential drug repurposing candidates, which is a crucial aspect of medical research. It accelerates the drug discovery process by analyzing vast amounts of data, which falls under the theme of research and data. The tool also provides valuable insights for researchers and pharmaceutical companies, contributing to advancements in healthcare and medicines. Therefore, the text is relevant to the theme ""Health and Medical.",,"The theme ""Science and Technology"" is relevant in the text above because it discusses the development of an AI technology called R+2:18eDIRECT by Clarivate. This technology falls under the field of Computer Science and utilizes data analysis to identify potential drug repurposing candidates. It showcases the application of science and technology in the drug discovery process, providing valuable insights to researchers and pharmaceutical companies.",,,,,,0.0,HHS,R+2:18eDIRECT: Clarivate
HHS-0103-2023,,,,,,,,,,"The theme ""Health and Medical"" is relevant in the given text. The text mentions the FDA (Food and Drug Administration) and its product-review process. It discusses the use of AI-based Natural Language Processing (NLP) models like BERT and BioBERT in analyzing unstructured documents related to drug properties, text summaries, anomalies, and information retrieval from FDA labeling documents. This study aims to assess the effectiveness of AI-based NLP in comparison to the MedDRA approach, which is a medical terminology used for adverse event reporting. Therefore, the text is relevant to the theme as it discusses research, data analysis, healthcare (specifically drug properties and FDA labeling), and the potential improvement of the review process through AI-based NLP.",,"The theme of Science and Technology is relevant in the text. The use of AI-based NLP (Natural Language Processing) models like BERT and BioBERT in analyzing unstructured documents generated by the FDA demonstrates the application of computer science and technology in the field of text analysis. These models aid in interpreting drug properties, providing text summaries, identifying anomalies, and retrieving information from FDA labeling documents. The study aims to assess the effectiveness of AI-based NLP, which falls under the realm of computer science and technology, compared to the traditional MedDRA approach. Therefore, the theme of Science and Technology is directly relevant in this context.",,,,,,0.0,HHS,Artificial Intelligence (AI)-based Natural Language Processing (NLP) for FDA labeling documents
USDA-0022-2023,,,,,,,"The theme ""Forests/Vegetation"" is relevant in the text because the text discusses the TreeMap 2016 model, which represents the forests of the conterminous United States. The model utilizes forest plot data and predictor variables related to forest cover, height, and vegetation type to create a grid representation of the forests. This is directly related to the theme of forests and vegetation.",,,,,"The theme ""Science and Technology"" is relevant in the text because it mentions the use of a random forests machine-learning algorithm to create the TreeMap 2016 model. This algorithm falls under the domain of computer science and is an example of how technology is utilized in the field of remote sensing and mapping. Additionally, the mention of predictor variables, biophysical variables, and disturbance history suggests the involvement of mathematics and statistics in analyzing the forest plot data.",,,,,,0.0,USDA,TreeMap 2016
DOE-0104-2023,,,,,,"The theme ""Technology/Supply"" is relevant in the given text. The text discusses the utilization of artificial intelligence and machine learning techniques to analyze well integrity records. This use of advanced technology and supply of data allows for the identification of patterns that can predict potential failure events in natural gas production, storage, and transmission. This application of technology and supply is aimed at reducing emissions in these processes.",,,,,,"The theme of Science and Technology is relevant in the given text. The text mentions the utilization of artificial intelligence and machine learning techniques, which are examples of computer science and technology. These techniques are used to analyze well integrity records and identify patterns to predict potential failure events in natural gas production, storage, and transmission. This application of computer science and technology demonstrates how science and technology are being used to improve processes and reduce emissions.",,,,,,0.0,DOE,"To drive insights on emissions from natural gas production, storage, and transmission to determine how best to reduce emissions"
DOE-0085-2023,,,,,,,,,,,,"The theme ""Science and Technology"" is relevant in the text as it mentions the use of artificial intelligence (AI) to enhance the security and resiliency of cyber-physical systems. This falls under the field of computer science and cybersecurity. The project also aims to manage and protect advanced distribution management and DER management systems, which can involve technologies and principles from computer science, mathematics, and engineering. Therefore, the theme is relevant to the text.",,,,,"The theme ""Mission-enabling"" is relevant in the text because it encompasses several areas that are essential for the successful implementation of the project. 

- Information and Communications Technology (ICT): The project aims to create a proactive system that utilizes artificial intelligence, which falls under the domain of ICT. The development and integration of this advanced technology are crucial for achieving the project's goal.

- Safety & Security: The project's primary objective is to enhance the security and resiliency of cyber-physical systems. This aligns directly with the theme of safety and security, as it focuses on protecting critical infrastructure from cyber threats.

- Project Management: The successful implementation of the project requires effective project management. This includes planning, organizing, and coordinating various activities and resources to ensure the project's objectives are met. 

Therefore, the theme ""Mission-enabling"" is relevant in the given text as it covers various aspects that are directly related to the project's goals and requirements.",0.0,DOE,"To design, develop, and demonstrate an AI-integrated physics-based attack resilient proactive system."
DHS-0031-2023,,,,,,,,,,,,,,,,,,0.0,DHS,Barcode Scanner
DOC-0031-2023,,,,,,,,,,,,"The text is relevant to the theme of ""Science and Technology"" because it mentions a machine learning acoustic event classifier called BANTER. Machine learning falls under the field of computer science and is a technology that uses algorithms to analyze and classify data. Additionally, the use of hierarchical random forests is a technique often used in computer science and mathematics to improve the accuracy of classification models. Therefore, the text aligns with the theme by discussing the application of computer science and machine learning in the field of audio classification.",,,,,,0.0,DOC,"BANTER, a machine learning acoustic event classifier"
DOE-0113-2023,,,,,,"The theme ""Energy"" is relevant in the text because it discusses various aspects related to energy and its utilization. The text mentions analyzing the effects of injector design on parasitic combustion in hydrogen-fueled rotating detonation engines (RDEs), which is directly related to the energy field. It also talks about understanding the impact of RDE ignition mechanisms and initial transients on the behavior of detonation waves, which is important in the research and development of energy technologies. Additionally, the deployment of machine learning assisted turbulent combustion models for predictive and efficient RDE simulations is relevant to the theme of energy and technology. Finally, the development of a computational fluid dynamics (CFD) modeling framework for simulating full-scale RDEs and investigating the effects of turbulence, combustion, and wall boundary layers is also directly related to the theme of energy.",,,,,,,,,,,,0.0,DOE,To expore and analtze hydrogen- fueled rotating detonation engines using advanced turbulent combustion modeling and high- fidelity simultion tools.
DHS-0021-2023,,,,,,,,,,,,"The theme of ""Science and Technology"" is relevant in the text. The text mentions the use of advanced automation tools that utilize Machine Learning and Natural Language Processing. These tools are used by vulnerability analysts to process and filter data from multiple reporting channels. Additionally, Machine Learning techniques are used to aggregate information from databases for further analysis and presentation. This demonstrates the application of computer science and technology in the field of cybersecurity.",,,,,,0.0,DHS,Cyber Vulnerability Reporting
DOT-0001-2023,,,,,,,"The theme ""Weather/Climate"" is relevant in the text. The text discusses how machine learning software is used to analyze camera images of a wind sock to determine surface wind speed and direction. This technology provides reliable weather information in remote locations where traditional weather monitoring systems are not available.",,,,,"The theme ""Science and Technology"" is relevant in the text above because it discusses the use of machine learning software in analyzing camera images to determine surface wind speed and direction. This falls under the field of computer science and technology. Additionally, it mentions the use of this technology in remote locations where traditional weather monitoring systems are not available, highlighting the relevance of remote sensing and mapping in this context.",,,,,,0.0,DOT,Determining Surface Winds with Machine Learning Software
OPM-0001-2023,,,,,,,,,,,,,,,,,,0.0,OPM,Skills matching on Open Opportunities
HHS-0006-2023,,,,,,,,,,"The theme ""Health and Medical"" is relevant in the text as it discusses the development of AI-based algorithms by Philips for their Lumify handheld ultrasound system. These algorithms aid in the detection of lung injury and infectious diseases, which are crucial aspects of healthcare. The text highlights the significance of these algorithms in identifying and monitoring such conditions, emphasizing the relevance of the theme in the context of medical research and healthcare technology.",,"The theme ""Science and Technology"" is relevant in the text because it mentions the use of AI-based algorithms developed by Philips for their handheld ultrasound system. This falls under the category of ""Computer Science"" and ""Technology"" as it involves the application of artificial intelligence in the healthcare field. Additionally, the use of ultrasound technology itself falls under the category of ""Physics & Engineering"" and ""Biology"" as it involves the study of sound waves and their interaction with the human body.",,,,,,0.0,HHS,Burn & Blast MCMs: Philips
DOE-0174-2023,,,,,,,,,,,,"The theme ""Science and Technology"" is relevant in the text because it mentions physics-informed machine learning, modeling, inference, causal reasoning, etiology, and pathway discovery. These concepts are related to computer science, mathematics, statistics, and engineering. Additionally, the text talks about advancements in operator regression for next-generation neuromorphic computers, which is a topic in computer science and technology. Therefore, the theme is relevant in this text.",,,,,,0.0,DOE,"Scalable, Efficient and Accelerated Causal Reasoning Operators, Graphs and Spikes for Earth and Embedded Systems (SEA-CROGS)"
DHS-0004-2023,,,,,,,,,,,,"The theme of Science and Technology is relevant in the text as it describes the use of various technologies and scientific principles. The text mentions the use of surveillance towers, ocean data solutions, unmanned autonomous surface vehicles (ASV), and AI. These technologies fall under the umbrella of Science and Technology, specifically in the field of remote sensing, mapping, and artificial intelligence. Additionally, the text mentions the use of radars, cameras, and sensor suites, which are also examples of technological advancements used in the field of science. Therefore, the theme of Science and Technology is relevant in the text.",,"The theme ""Transportation"" is relevant in the given text as it discusses the use of unmanned autonomous surface vehicles (ASV) in the Autonomous Maritime Awareness system. ASVs are a form of transportation on water, and their inclusion in the system highlights the importance of transportation in maritime surveillance and monitoring. Additionally, the text mentions the system's ability to send alerts to monitoring agencies, which can be seen as a form of communication and transportation of information.",,,,0.0,DHS,Autonomous Maritime Awareness
TREAS-0010-2023,,,"The theme ""Finance, Economy"" is relevant in the text. The text mentions the NRP Redesign, which aims to use advanced AI machine learning techniques to estimate compliance baselines for tax gap estimation, improper payments reporting, workload identification and selection models, and policy analysis. These activities are directly related to finance and the economy as they involve tax estimation, payment reporting, workload management, and policy analysis. The text also emphasizes the importance of reliable output, which is crucial in financial decision-making and economic planning.",,,,,,,,,"The theme of Science and Technology is relevant in the text. The text mentions the use of advanced AI machine learning techniques, which falls under the category of Computer Science. Additionally, the text references the use of data to ensure reliable output, which could involve Mathematics & Statistics.",,,,,,0.0,TREAS,NRP Redesign
VA-0026-2023,,,,,,,,,,"The theme ""Health and Medical"" is relevant in the given text. The text discusses how researchers have developed a machine learning model that predicts the progression of hepatitis C virus in veterans. This research directly relates to the theme as it falls under the category of medical research and healthcare. The model's ability to accurately predict the progression of the virus can aid in early detection and intervention, leading to better patient outcomes.",,"The theme ""Science and Technology"" is relevant in the given text because it involves the application of computer science and machine learning techniques. The researchers have developed a machine learning model that can accurately predict the progression of hepatitis C virus in veterans. This shows the use of scientific and technological advancements in healthcare to improve patient outcomes.",,,"The theme ""Veteran Care and Services"" is relevant in the text because it specifically mentions the healthcare aspect of veteran care. The text highlights how researchers have developed a machine learning model that can predict the progression of hepatitis C virus in veterans. This development in healthcare research directly relates to improving the care and services provided to veterans, as it allows for early detection and intervention, ultimately leading to better patient outcomes.",,,0.0,VA,Machine learning models to predict disease progression among veterans with hepatitis C virus
HHS-0065-2023,,,,,,,,,,"The theme ""Health and Medical"" is relevant in the given text. The text discusses the goal of enhancing the identification of adverse events in vaccines using a BERT-like machine learning model. This implies research and data analysis related to vaccine safety and adverse event detection. The mention of clinical documents from UCSF indicates the involvement of healthcare records and potentially public health initiatives. Therefore, the theme is relevant in this text as it involves research, data, records, healthcare, and safety aspects.",,The theme of Science and Technology is relevant in the text because it mentions the creation of a machine learning model (Computer Science) called BERT-like. This model will be trained using clinical documents (Biology) from UCSF (Science) to identify adverse events in vaccines (Healthcare and Biology). The use of machine learning and clinical data demonstrates the application of technology and scientific principles in the field of healthcare.,,,,,,0.0,HHS,To develop novel approaches to expand and/or modify the vaccine AESI phenotypes in order to further improve adverse event detection
DOE-0156-2023,,,,,,,,,,,,"The theme ""Science and Technology"" is relevant in the text. The text mentions the development of applications using natural language processing and similarity measures, which are components of computer science and technology. It also discusses the use of databases and mentions the transition to a web-based application, which involves the use of technology.",,,,,,0.0,DOE,Applications of Natural Language Processing and Similarity Measures for Similarity Ranking
DOE-0035-2023,,,,,,,,,,,,"The theme ""Science and Technology"" is relevant in the text. The text specifically mentions the development of Artificial Neural Network (ANN) submodels for reaction physics. This falls under the field of computer science and mathematics/statistics, as ANN involves the use of algorithms and mathematical models to simulate and predict reactions. Additionally, the text refers to the improvement of understanding and prediction of flow physics, which is related to physics and engineering. Therefore, the theme is relevant in the text.",,,,,,0.0,DOE,ANN Submodels of Reaction Physics
DOE-0152-2023,,,,,,,,,,,,"The theme ""Science and Technology"" is relevant in the given text. The use of natural language processing algorithms refers to advancements in computer science and technology. These algorithms are utilized to train and adapt systems for extracting valuable knowledge and data from old scientific literature and pdfs. This example demonstrates the application of computer science in enhancing information exploration and preservation in scientific research.",,,,,,0.0,DOE,Using natural language processing to explore and extract information from historical literature/pdfs
HHS-0033-2023,,,,,,,,,,"The theme ""Health and Medical"" is relevant in the given text because it refers to the process of assigning ICD-10 codes to the cause of death information on death certificates. ICD-10 codes are used in healthcare to classify and code diseases, injuries, and other health-related conditions. This process is an essential part of medical research, data collection, and record-keeping in the field of healthcare.",,,,,,,,0.0,HHS,Coding cause of death information on death certificates to ICD-10
HHS-0036-2023,,,,,,,,,,"The theme ""Health and Medical"" is relevant in the given text as it mentions the National Center for Health Statistics (NCHS), which is an organization focused on health data. The text also discusses the testing of Private AI's NLP solution, which aims to detect and replace personally identifiable information (PII) in text data within the CDC network. This relates to the theme as it involves the security and privacy of health-related information, which is crucial in the healthcare sector.",,,,,,,,0.0,HHS,PII detection using Private AI
NASA-0011-2023,,,,,,,,,,,,"The theme ""Science and Technology"" is relevant in the given text. The text mentions the use of Autonomous Marine Vehicles for studying hydrothermal venting on Ocean Worlds. This involves the application of technology in the field of Earth Science to explore and understand these phenomena. The text also mentions the use of field programs and simulations to develop and test methods for locating these vents, which involves the application of various scientific disciplines such as computer science, mathematics, and physics. Therefore, the theme ""Science and Technology"" is relevant in the text.",,,,,,0.0,NASA,"Autonomous Marine Vehicles (Single, Multiple)"
HHS-0135-2023,,,,,,,,,,,,"The theme of Science and Technology is relevant in the text because it mentions the Biomedical Citation Selector (BmCS), which is a technology that automates the selection of articles for the National Library of Medicine (NLM). This technology utilizes computer science and possibly mathematics and statistics to efficiently index and provide relevant information to the public. It also helps in decreasing the processing time for MEDLINE articles, which could involve the use of advanced algorithms or computational techniques.",,,,,,0.0,HHS,Biomedical Citation Selector (BmCS)
DOE-0083-2023,,,,,,"The theme ""Technology/Supply"" is relevant in the given text. The text describes the use of multi-gamma based sensor technology to measure coal properties. This indicates the use of advanced technology in the field of energy supply, specifically in measuring the properties of coal for combustion systems. The mention of neural network algorithms and the integration into Microbeam's Combustion System Performance Indices program further emphasizes the relevance of technology and its role in energy supply.",,,,,,"The theme of Science and Technology is relevant in the given text. The text talks about using multi-gamma based sensor technology to measure coal properties accurately. This involves the application of physics and engineering principles in developing the database and refining neural network algorithms to improve the accuracy of measurements. Additionally, the integration of this technology into Microbeam's Combustion System Performance Indices program also highlights the relevance of science and technology in the context of this research.",,,,,,0.0,DOE,To demonstrate multi-gamma based sensor technology for as-fired coal property measurement
DOS-0021-2023,,,,,,,,,,,,,,,,,,0.0,DOS,K-Means clustering into tiers
NASA-0015-2023,,,,,,,,,,,,"The theme ""Science and Technology"" is relevant in the text because it discusses the use of technology and scientific principles in the planning and operation of the Mars2020 Rover. Specifically, computer science and mathematics are utilized in the onboard planner to create a schedule based on activity priorities. Remote sensing and mapping techniques are employed to enhance the rover's autonomy in aspects such as planning, execution, image processing, and fault diagnosis. Additionally, the text mentions the use of simulations at JPL's simulated mars navigation yard, which is relevant to the theme of Earth Science. Overall, the text highlights the application of various scientific and technological fields in the development and operation of the Mars2020 Rover.","The theme of space is relevant in the text because it discusses the Mars2020 Rover (Perseverance), which is a spacecraft designed for space exploration. The text mentions the onboard planner for the rover, which is responsible for scheduling activities. It also mentions factors such as preheating, maintenance, and wake/sleep cycles, which are relevant to the spacecraft's operations in space. The text further discusses the Copilot systems, which perform stochastic analysis to set meta parameters for the scheduler, indicating the involvement of advanced technology in space missions. The mention of research and experiments to enhance rovers' autonomy in areas such as planning, execution, image processing, and fault diagnosis also highlights the relevance of space exploration in the text. Lastly, the on-site demonstrations at JPL's simulated Mars navigation yard suggest a connection to space exploration and planetary analysis.",,,,,0.0,NASA,Onboard Planner for Mars2020 Rover (Perseverance)
GSA-0011-2023,,,,,,,,,,,,"The theme of ""Science and Technology"" is relevant in the given text because it mentions the use of AI-powered virtual assistant, which falls under the field of Computer Science. SAM, the virtual assistant, utilizes manual learning to comprehend customer requirements, which involves techniques from Mathematics & Statistics. Additionally, SAM's ability to understand natural language and effectively address customer needs involves techniques from Natural Language Processing, which is a subfield of Computer Science.",,,,,,0.0,GSA,IAE FSD CCAI Virtual Agent
DOE-0154-2023,,,,,,"The theme ""Energy"" is relevant in the text provided. The text discusses the analysis of sensor data from experiments on the MHD (MagnetoHydroDynamics) test channel. The objective of this analysis is to validate CFD (Computational Fluid Dynamics) models of the MHD channel system by combining chemical composition measurements with resistance measurements. This validation process is crucial for understanding the contribution of bulk and boundary layer resistance to the overall resistance of the MHD channel. The concept of resistance and its measurement are directly related to the theme of energy, particularly in the context of understanding and optimizing the efficiency of energy systems.",,,,,,"The theme ""Science and Technology"" is relevant in the text above because it discusses the utilization of time-series classification to analyze sensor data from experiments on the MHD test channel. This analysis involves combining chemical composition measurements with resistance measurements, which are techniques used in the field of materials science and engineering. Additionally, the objective of distinguishing the contribution of bulk and boundary layer resistance to the overall resistance of the MHD channel using validated CFD models involves the use of computer science and mathematics to validate and analyze the models.",,,,,,0.0,DOE,Using time-series classification to assist in automated analysis of sensor data taken during experiments on the MHD test channel.
HHS-0094-2023,,,,,,,,,,,,"The theme ""Science and Technology"" is relevant in the given text because it mentions the use of semantic technology in the search system called ASSIST4Tobacco. Semantic technology is a branch of computer science that focuses on understanding and processing human language, which is relevant to the development of the search system. Therefore, the text aligns with the theme of computer science within the broader context of science and technology.",,,,,,0.0,HHS,ASSIST4TOBACCO
VA-0002-2023,,,,,,,,,,"The theme ""Health and Medical"" is relevant in the text above because it discusses the use of a phone app called AICURE that tracks how well patients follow their prescribed medications. This app is used in clinical or pharmaceutical sponsor drug studies to monitor and ensure adherence to oral medications. This relates to the theme as it involves healthcare technology, medication adherence, and potentially research and data analysis of patient medication habits.",,"The theme ""Science and Technology"" is relevant in the text because the phone app AICURE utilizes artificial intelligence technology to track and monitor patients' adherence to their prescribed medications. This falls under the field of computer science and demonstrates the application of advanced technology in the healthcare industry.",,,,,,0.0,VA,AI Cure
DOC-0023-2023,,,,,,,,,,,,"The theme ""Science and Technology"" is relevant in the text because it mentions the use of multispectral aerial imagery to detect and classify ice seals. This involves the application of remote sensing and mapping techniques to enhance accuracy and decrease false positive rates. The study aims to refine and improve existing pipelines, which would require knowledge and advancements in computer science, mathematics, and statistics. Additionally, the goal of minimizing labor-intensive post-survey review suggests the use of automation or advancements in computer science and technology, such as artificial intelligence or machine learning algorithms. Therefore, the theme is relevant in this text.",,,,,,0.0,DOC,Ice seal detection and species classification in multispectral aerial imagery
DOE-0008-2023,,,,,,,,,,,,"The theme of Science and Technology is relevant in the text because it discusses the use of computer science, machine learning algorithms, and computational storage accelerators to solve challenges in multi-messenger astronomy and cosmological surveys. It mentions the embedding of computation in the data itself, which relates to the field of computer science. It also mentions the use of machine learning algorithms, which is a subfield of artificial intelligence and computer science. Therefore, the theme is relevant in this text.",,,,,,0.0,DOE,In-storage computing for multi- messenger astronomy in neutrino experiments and cosmological surveys
HHS-0015-2023,,,,,,,,,,,,"The theme of ""Science and Technology"" is relevant in the given text. Specifically, the text mentions the utilization of AI (Artificial Intelligence) and ML (Machine Learning) tools for processing large volumes of threat data. This falls under the domain of Computer Science and Cybersecurity, which are part of the broader theme of Science and Technology. These tools and approaches help in the effective detection and prediction of cyber threats, showcasing the relevance of the theme in the text.",,,,,,0.0,HHS,Cyber Threat Detection/ Predictive analytics
DOL-0005-2023,,,,,,,,,,,,,,,,,,0.0,DOL,Website Chatbot Assistant
HHS-0027-2023,,,,,,,,,,"The theme ""Health and Medical"" is relevant in the given text. The Division of Nutrition, Physical Activity, and Obesity is utilizing machine learning to analyze GPS data from smartphone applications to identify walking and bicycling trips. This research aims to produce geocoded data tables, GIS layers, and maps, which can be utilized in various health and medical applications.",,"The theme ""Science and Technology"" is relevant in the text above because it mentions the use of machine learning and GPS data to identify walking and bicycling trips. This falls under the category of computer science and remote sensing. Additionally, the aim to produce geocoded data tables, GIS layers, and maps involves the use of technology and mapping techniques.",,,,,,0.0,HHS,"Identify walking and bicycling trips in location-based data, including global-positioning system data from smartphone applications"
TREAS-0012-2023,,,"The theme of ""Finance, Economy"" is relevant in the text above. This is evident through the mention of the TAS Virtual Assistant Chatbot, which collects information from taxpayers and guides them to useful resources on the IRS and TAS public websites. This implies that the chatbot is designed to assist taxpayers in understanding and navigating finance-related matters such as taxation management and oversight.",,,,,,,,,,,,,,,0.0,TREAS,TAS Virtual Assistant
EPA-0000-2023,,,,,,,,,,"The theme ""Health and Medical"" is relevant in the text as it mentions the prediction of chemicals associated with different exposure pathways. This falls under the category of toxic substances, which is a part of health and medical. Additionally, the text mentions the prediction of median intake rates, which can be related to nutrition and diet, another aspect of health and medical. Thus, the text is relevant to the theme.",,"The theme ""Science and Technology"" is relevant in the text as it involves the use of a random forest model, which is a machine learning technique commonly used in computer science. The model is used to predict the likelihood of chemicals being associated with different exposure pathways, which falls under the domain of Earth Science. Additionally, the study combines this information with other predictors, indicating the use of mathematics and statistics.",,,,,,0.0,EPA,Use of random forest model to predict exposure pathways
VA-0006-2023,,,,,,,,,,"The theme ""Health and Medical"" is relevant in the given text as it discusses the use of automatic speech transcription engines to analyze the cognitive decline of older VA (Veterans Affairs) patients. These engines utilize AI-based speech-to-text technology to transcribe digitally recorded speech responses of patients. This application of technology in healthcare eliminates the requirement for manual transcription of patient speech, which is often necessary for scoring neuropsychological tests. Therefore, this text is relevant to the theme as it involves medical research and the use of technology in healthcare.",,"The theme ""Science and Technology"" is relevant in the text. The use of automatic speech transcription engines, which rely on AI-based speech-to-text technology, demonstrates the application of computer science and artificial intelligence in analyzing the cognitive decline of older VA patients. This technology eliminates the manual transcription process, which suggests the use of advanced computer algorithms and potentially mathematics and statistics to transcribe and analyze the speech responses.",,,"The theme ""Veteran Care and Services"" is relevant in the given text. The text mentions the use of automatic speech transcription engines to analyze the cognitive decline of older VA patients. This technology helps in transcribing the patients' speech responses, eliminating the need for manual transcription. This application directly relates to the theme of providing care and services to veterans by utilizing healthcare technology to improve the assessment process for cognitive decline.",,,0.0,VA,Automatic speech transcription engines to aid scoring neuropsychological tests.
HHS-0138-2023,,,,,,,,,,"The theme ""Health and Medical"" is relevant in the given text. The text mentions MetaMap, which is a program that allows access to concepts in the UMLS Metathesaurus from biomedical text. The UMLS Metathesaurus is a comprehensive biomedical terminology database that includes information related to health and medical concepts. The text also mentions that MetaMap uses NLP (Natural Language Processing) to link the text to the knowledge in the Metathesaurus, which can be useful for research and analysis in the healthcare field. Additionally, the text states that MTI (Medical Text Indexer) uses MetaMap to generate indexing terms, which can be important for organizing and retrieving medical information. Therefore, the theme ""Health and Medical"" is relevant in this text.",,,,,,,,0.0,HHS,MetaMap
USDA-0031-2023,,,,,,,"The theme of ""Environment and Natural Resources"" is relevant in the text provided. The text mentions the use of machine learning to analyze a large amount of data, including soil data and ecological state and transition information. This analysis is aimed at providing ecological site descriptions, which falls under the theme of ""General Ecology"" and ""Soil/Minerals"" as it involves studying and understanding the ecological aspects of the environment and the composition of soils.",,,,,"The theme of Science and Technology is relevant in the given text. Specifically, computer science and mathematics are relevant as they are used in the application of machine learning to analyze the large amount of data. Additionally, remote sensing and mapping may be relevant in the context of collecting the soils data and ecological state information.",,,,,,0.0,USDA,Ecological Site Descriptions (machine learning)
DOE-0087-2023,,,,,,,,,,,,"The theme ""Science and Technology"" is relevant in the text. This is because the researchers mentioned in the text are studying new machine learning methods to address challenges related to managing large-scale geologic CO2 storage operations. This involves the use of computer science and data analysis techniques to detect small leaks and small seismic signals. The research also aims to demonstrate the effectiveness of these technological approaches in ensuring the safe management of such operations.",,,,,,0.0,DOE,To detect leaks and creaks.
HHS-0089-2023,,,,,,,,,,"The theme ""Health and Medical"" is relevant in the text because it mentions the integration of data from various sources for advanced analytics in risk-based decision making. This implies that the data being integrated could include information related to health and medical aspects such as research, data, records, healthcare, nutrition, safety, toxic substances, and public health. Additionally, the text mentions the centralization of information on CFSAN regulated products, food additives, color additives, GRAS substances, and food contact substances, which are all relevant to the theme.",,,,,,,,0.0,HHS,Data Infrastructure Backbone for AI applications
USDA-0020-2023,,,,,,,"The theme ""Environment and Natural Resources"" is relevant in the text because it mentions the use of mass timber, which directly impacts forest health and the economic value of forests. The tool described in the text, the CLT knowledge database, supports the use of mass timber by collecting and updating information on cross-laminated timber (CLT). This helps stakeholders in the mass timber industry by disseminating knowledge and facilitating collaboration, ultimately reducing duplication of efforts. By promoting the use of mass timber, the tool indirectly contributes to the management and conservation of forests as an important natural resource.",,,,,"The theme of Science and Technology is relevant in the text because it mentions the use of computer science and intelligent software to collect and update data in the CLT knowledge database. Additionally, the text highlights the use of technology in disseminating knowledge and facilitating collaboration in the mass timber industry. This demonstrates the relevance of science and technology, specifically in the field of computer science and information systems, in improving forest health and the use of mass timber.",,,,,,0.0,USDA,CLT Knowledge Database
DOS-0004-2023,,,,,,,,,,,,,,,,,,0.0,DOS,Tailored Integration Logistics Management System (ILMS) Automated User Support Bot
OPM-0003-2023,,,,,,,,,,,,,,,,,,0.0,OPM,Retirement Services (RS) Chat Bot
